shipment_id,customer_id,driver_id,vehicle_id,route_origin_city,route_origin_country,route_dest_city,route_dest_country,distance_km,region,route_type,scheduled_pickup,actual_pickup,scheduled_delivery,actual_delivery,planned_duration_hrs,actual_duration_hrs,delay_minutes,is_delayed,status,weight_kg,cost_usd,fuel_consumed_liters,weather_condition,temperature_celsius,wind_speed_kmh
7677,80,16,6,London,UK,Berlin,Germany,930,Europe,Road,2024-03-03T08:15:00,2024-03-03T08:22:00,2024-03-03T21:03:24,2024-03-03T21:03:24,12.69,12.69,0,False,on_time,11379.57,1828.28,307.72,Clear,30.9,55.8
7678,36,26,15,Cairo,Egypt,Riyadh,KSA,1490,Middle East,Road,2024-04-24T14:45:00,2024-04-24T14:46:00,2024-04-25T14:27:24,2024-04-25T14:27:24,23.69,23.69,0,False,on_time,2107.24,1792.87,539.97,Clear,22.2,55.4
7679,67,24,26,London,UK,Berlin,Germany,930,Europe,Road,2024-04-02T12:15:00,2024-04-02T12:33:00,2024-04-02T23:07:48,2024-04-02T23:07:48,10.58,10.58,0,False,on_time,612.45,781.15,297.08,Rain,18.8,39.4
7680,32,30,15,Nairobi,Kenya,Dar Salaam,Tanzania,530,Africa,Road,2024-10-01T17:00:00,2024-10-01T17:11:00,2024-10-01T23:27:12,2024-10-01T23:27:12,6.27,6.27,0,False,on_time,3444.78,615.87,194.07,Fog,4.9,19.8
7681,81,27,9,Nairobi,Kenya,Dar Salaam,Tanzania,530,Africa,Road,2024-03-14T10:45:00,2024-03-14T10:51:00,2024-03-14T17:43:12,2024-03-14T21:10:12,6.87,10.32,207,True,delayed,3094.07,586.46,153.53,Heavy Rain,14.6,50.4
7682,11,46,10,Dubai,UAE,Mumbai,India,1930,Middle East,Air,2024-01-02T10:30:00,2024-01-02T10:35:00,2024-01-03T08:05:36,2024-01-03T08:05:36,21.51,21.51,0,False,on_time,445.41,1580.06,527.68,Fog,6.3,41.7
7683,13,35,19,Dubai,UAE,Mumbai,India,1930,Middle East,Air,2023-09-09T10:00:00,2023-09-09T10:14:00,2023-09-10T15:46:24,2023-09-10T15:46:24,29.54,29.54,0,False,on_time,9495.77,3809.52,615.15,Heavy Rain,9.2,22.9
7684,82,43,14,Istanbul,Turkey,Athens,Greece,680,Europe,Road,2024-08-06T11:15:00,2024-08-06T11:27:00,2024-08-06T22:04:12,2024-08-06T22:04:12,10.62,10.62,0,False,on_time,6194.49,1245.87,211.02,Clear,22.6,62.0
7685,26,1,12,Paris,France,Madrid,Spain,1270,Europe,Road,2024-04-13T09:45:00,2024-04-13T09:58:00,2024-04-14T01:16:00,2024-04-14T01:16:00,15.3,15.3,0,False,on_time,1363.06,1388.41,498.27,Cloudy,14.8,62.2
7686,46,5,25,Nairobi,Kenya,Dar Salaam,Tanzania,530,Africa,Road,2023-11-03T17:15:00,2023-11-03T17:21:00,2023-11-04T00:06:00,2023-11-04T01:49:48,6.75,8.48,104,True,delayed,60.85,398.39,138.97,Cloudy,20.4,7.5
7687,55,14,13,London,UK,Berlin,Germany,930,Europe,Road,2023-03-15T18:30:00,2023-03-15T18:45:00,2023-03-16T07:51:36,2023-03-16T09:50:24,13.11,15.09,119,True,delayed,444.67,754.49,255.26,Snow,-6.1,63.2
7688,48,18,25,Amsterdam,NL,Warsaw,Poland,1150,Europe,Road,2023-10-05T07:45:00,2023-10-05T07:53:00,2023-10-05T20:45:12,2023-10-05T20:45:12,12.87,12.87,0,False,on_time,146.98,878.44,427.21,Cloudy,21.8,46.3
7689,6,5,13,Nairobi,Kenya,Dar Salaam,Tanzania,530,Africa,Road,2024-01-24T10:00:00,2024-01-24T10:17:00,2024-01-24T17:39:48,2024-01-24T17:39:48,7.38,7.38,0,False,on_time,55.8,437.78,211.93,Heavy Rain,13.2,49.7
7690,44,19,12,Nairobi,Kenya,Dar Salaam,Tanzania,530,Africa,Road,2023-10-01T09:30:00,2023-10-01T09:41:00,2023-10-01T16:23:00,2023-10-01T16:23:00,6.7,6.7,0,False,on_time,2396.85,633.89,160.69,Rain,17.2,55.6
7691,51,10,1,Paris,France,Madrid,Spain,1270,Europe,Road,2023-11-02T13:00:00,2023-11-02T13:20:00,2023-11-03T09:33:48,2023-11-03T10:20:00,20.23,21.0,46,True,delayed,13103.88,2261.75,345.01,Clear,33.8,45.9
7692,49,29,15,Casablanca,Morocco,Paris,France,2400,Europe-Africa,Road,2024-08-28T18:30:00,2024-08-28T18:36:00,2024-08-30T02:00:36,2024-08-30T03:17:24,31.41,32.69,77,True,delayed,3874.99,2637.22,742.21,Cloudy,23.5,11.5
7693,31,5,16,Nairobi,Kenya,Dar Salaam,Tanzania,530,Africa,Road,2024-01-24T10:00:00,2024-01-24T10:00:00,2024-01-24T17:57:00,2024-01-24T17:57:00,7.95,7.95,0,False,on_time,2330.36,659.01,164.05,Rain,18.4,52.5
7694,9,16,13,Cairo,Egypt,Riyadh,KSA,1490,Middle East,Road,2024-12-05T18:45:00,2024-12-05T18:47:00,2024-12-06T11:32:00,2024-12-06T11:32:00,16.75,16.75,0,False,on_time,139.05,1151.19,392.06,Cloudy,16.4,67.7
7695,46,20,4,Barcelona,Spain,Lyon,France,640,Europe,Road,2024-07-15T15:00:00,2024-07-15T15:04:00,2024-07-16T00:05:48,2024-07-16T01:19:00,9.03,10.25,73,True,delayed,1568.77,825.81,244.24,Cloudy,14.4,50.9
7696,48,5,7,Dubai,UAE,Mumbai,India,1930,Middle East,Air,2024-08-16T07:30:00,2024-08-16T07:32:00,2024-08-17T12:49:24,2024-08-17T17:31:24,29.29,33.99,282,True,failed,2499.71,2359.55,637.88,Heavy Rain,9.5,39.3
7697,52,9,27,Cairo,Egypt,Riyadh,KSA,1490,Middle East,Road,2024-04-01T09:30:00,2024-04-01T09:42:00,2024-04-02T04:10:48,2024-04-02T05:03:00,18.48,19.35,52,True,delayed,487.85,1612.7,477.28,Cloudy,10.5,14.1
7698,50,34,30,Lagos,Nigeria,Accra,Ghana,530,Africa,Road,2023-06-11T11:00:00,2023-06-11T11:02:00,2023-06-11T19:37:24,2023-06-11T19:37:24,8.59,8.59,0,False,on_time,218.62,648.89,133.25,Rain,8.0,32.4
7699,44,1,16,Istanbul,Turkey,Athens,Greece,680,Europe,Road,2024-11-06T17:45:00,2024-11-06T18:00:00,2024-11-07T02:28:12,2024-11-07T02:28:12,8.47,8.47,0,False,on_time,565.34,832.76,262.48,Clear,30.5,43.7
7700,23,21,24,Dubai,UAE,Mumbai,India,1930,Middle East,Air,2024-08-16T14:15:00,2024-08-16T14:20:00,2024-08-17T13:39:12,2024-08-17T14:18:12,23.32,23.97,39,True,delayed,2776.8,3447.16,613.53,Clear,16.5,51.7
7701,80,34,2,London,UK,Berlin,Germany,930,Europe,Road,2024-12-23T13:45:00,2024-12-23T13:57:00,2024-12-24T04:09:00,2024-12-24T05:55:48,14.2,15.98,107,True,delayed,464.89,806.83,285.7,Cloudy,13.3,39.1
7702,51,16,22,Paris,France,Madrid,Spain,1270,Europe,Road,2024-04-06T09:15:00,2024-04-06T09:23:00,2024-04-07T00:06:48,2024-04-07T00:06:48,14.73,14.73,0,False,on_time,14498.05,2122.08,457.66,Rain,8.4,44.5
7703,44,8,15,London,UK,Berlin,Germany,930,Europe,Road,2024-12-28T15:00:00,2024-12-28T15:10:00,2024-12-29T06:35:48,2024-12-29T06:35:48,15.43,15.43,0,False,on_time,1663.3,1171.59,321.13,Clear,30.5,33.6
7704,18,23,24,London,UK,Berlin,Germany,930,Europe,Road,2024-01-15T11:15:00,2024-01-15T11:25:00,2024-01-16T00:48:24,2024-01-16T01:48:24,13.39,14.39,60,True,delayed,10915.78,1697.73,354.47,Clear,16.2,34.7
7705,91,25,29,Istanbul,Turkey,Athens,Greece,680,Europe,Road,2024-12-11T14:45:00,2024-12-11T14:55:00,2024-12-11T23:57:24,2024-12-12T01:30:24,9.04,10.59,93,True,delayed,11889.7,1238.25,199.85,Cloudy,19.5,63.2
7706,95,11,9,Dubai,UAE,Mumbai,India,1930,Middle East,Air,2023-09-30T15:45:00,2023-09-30T15:59:00,2023-10-01T14:55:24,2023-10-01T15:42:12,22.94,23.72,47,True,delayed,2217.44,2263.89,506.27,Clear,25.4,41.1
7707,40,31,3,Cairo,Egypt,Riyadh,KSA,1490,Middle East,Road,2024-06-21T07:00:00,2024-06-21T07:06:00,2024-06-22T02:21:36,2024-06-22T02:21:36,19.26,19.26,0,False,on_time,3147.39,1660.38,466.06,Cloudy,14.6,12.1
7708,62,41,16,London,UK,Berlin,Germany,930,Europe,Road,2024-07-10T11:00:00,2024-07-10T11:12:00,2024-07-10T23:28:12,2024-07-11T01:22:12,12.27,14.17,114,True,delayed,1112.42,1037.2,347.81,Cloudy,10.8,76.5
7709,91,43,9,Barcelona,Spain,Lyon,France,640,Europe,Road,2024-11-19T16:45:00,2024-11-19T17:02:00,2024-11-20T00:39:48,2024-11-20T00:39:48,7.63,7.63,0,False,on_time,3234.07,784.94,217.01,Cloudy,16.8,44.6
7710,100,37,29,London,UK,Berlin,Germany,930,Europe,Road,2023-01-22T07:00:00,2023-01-22T07:01:00,2023-01-22T20:52:00,2023-01-22T20:52:00,13.85,13.85,0,False,on_time,4195.74,1592.97,289.64,Rain,14.0,75.6
7711,83,16,17,Paris,France,Madrid,Spain,1270,Europe,Road,2023-05-08T12:30:00,2023-05-08T12:49:00,2023-05-09T05:50:48,2023-05-09T05:50:48,17.03,17.03,0,False,on_time,85.2,1521.79,344.53,Cloudy,20.7,23.4
7712,31,40,22,Cairo,Egypt,Riyadh,KSA,1490,Middle East,Road,2024-08-05T07:15:00,2024-08-05T07:16:00,2024-08-06T02:10:00,2024-08-06T04:07:00,18.9,20.85,117,True,delayed,3019.92,2828.54,501.82,Clear,29.2,47.7
7713,82,11,8,Lagos,Nigeria,Accra,Ghana,530,Africa,Road,2024-04-19T09:15:00,2024-04-19T09:15:00,2024-04-19T15:13:48,2024-04-19T15:45:36,5.98,6.51,32,True,delayed,781.89,448.92,164.03,Cloudy,11.3,48.7
7714,42,9,18,Lagos,Nigeria,Accra,Ghana,530,Africa,Road,2023-02-04T11:45:00,2023-02-04T12:03:00,2023-02-04T18:22:48,2023-02-04T18:22:48,6.33,6.33,0,False,on_time,1733.53,1042.72,158.08,Rain,10.9,62.2
7715,81,48,26,Paris,France,Madrid,Spain,1270,Europe,Road,2024-05-29T16:45:00,2024-05-29T16:53:00,2024-05-30T10:57:48,2024-05-30T10:57:48,18.08,18.08,0,False,on_time,803.98,1022.73,394.42,Rain,17.1,17.1
7716,76,1,25,Casablanca,Morocco,Paris,France,2400,Europe-Africa,Road,2024-12-16T14:15:00,2024-12-16T14:26:00,2024-12-17T21:54:48,2024-12-17T22:53:00,31.48,32.45,58,True,delayed,662.9,1774.99,743.41,Cloudy,12.9,67.3
7717,39,46,17,Cairo,Egypt,Riyadh,KSA,1490,Middle East,Road,2023-11-27T18:30:00,2023-11-27T18:35:00,2023-11-28T13:00:12,2023-11-28T14:46:24,18.42,20.19,106,True,delayed,2446.13,1700.93,495.52,Cloudy,15.1,12.9
7718,81,22,24,Barcelona,Spain,Lyon,France,640,Europe,Road,2024-11-21T09:15:00,2024-11-21T09:18:00,2024-11-21T16:28:48,2024-11-21T16:28:48,7.18,7.18,0,False,on_time,5223.75,1047.4,255.66,Clear,18.6,78.9
7719,39,36,24,Istanbul,Turkey,Athens,Greece,680,Europe,Road,2023-05-20T16:30:00,2023-05-20T16:41:00,2023-05-21T02:11:00,2023-05-21T03:36:12,9.5,10.92,85,True,delayed,7762.77,1232.43,180.5,Clear,22.4,63.8
7720,61,26,22,Cairo,Egypt,Riyadh,KSA,1490,Middle East,Road,2024-06-08T06:15:00,2024-06-08T06:16:00,2024-06-09T02:06:24,2024-06-09T03:46:36,19.84,21.51,100,True,delayed,11658.1,2754.05,526.11,Rain,9.2,11.2
7721,54,20,14,Barcelona,Spain,Lyon,France,640,Europe,Road,2023-06-29T09:45:00,2023-06-29T09:57:00,2023-06-29T20:22:12,2023-06-29T20:22:12,10.42,10.42,0,False,on_time,9198.64,1060.89,217.44,Rain,18.5,13.7
7722,64,7,29,Istanbul,Turkey,Athens,Greece,680,Europe,Road,2023-12-15T08:00:00,2023-12-15T08:05:00,2023-12-15T16:30:48,2023-12-15T16:30:48,8.43,8.43,0,False,on_time,11688.42,1152.71,271.05,Clear,21.0,79.3
7723,49,32,21,Cairo,Egypt,Riyadh,KSA,1490,Middle East,Road,2024-10-22T14:30:00,2024-10-22T14:42:00,2024-10-23T09:03:00,2024-10-23T09:03:00,18.35,18.35,0,False,on_time,12213.73,2839.59,543.77,Cloudy,20.6,33.5
7724,43,3,30,Cairo,Egypt,Riyadh,KSA,1490,Middle East,Road,2023-09-14T18:15:00,2023-09-14T18:18:00,2023-09-15T15:30:36,2023-09-15T15:30:36,21.21,21.21,0,False,on_time,1217.98,1946.29,510.74,Rain,8.8,42.8
7725,11,43,25,Nairobi,Kenya,Dar Salaam,Tanzania,530,Africa,Road,2023-10-29T09:45:00,2023-10-29T10:00:00,2023-10-29T16:19:12,2023-10-29T16:19:12,6.32,6.32,0,False,on_time,276.77,462.12,176.63,Cloudy,10.7,34.2
7726,91,7,1,Dubai,UAE,Mumbai,India,1930,Middle East,Air,2024-05-22T07:15:00,2024-05-22T07:35:00,2024-05-23T14:07:24,2024-05-23T14:43:24,30.54,31.14,36,True,delayed,7791.64,3296.62,519.13,Clear,34.3,9.2
7727,35,44,14,Amsterdam,NL,Warsaw,Poland,1150,Europe,Road,2023-02-02T07:45:00,2023-02-02T07:56:00,2023-02-03T02:08:36,2023-02-03T02:08:36,18.21,18.21,0,False,on_time,4400.1,1911.95,410.05,Cloudy,24.6,76.3
7728,21,43,19,London,UK,Berlin,Germany,930,Europe,Road,2024-06-13T16:30:00,2024-06-13T16:30:00,2024-06-14T07:22:12,2024-06-14T07:22:12,14.87,14.87,0,False,on_time,10598.86,1833.82,252.45,Cloudy,24.7,21.8
7729,73,34,26,London,UK,Berlin,Germany,930,Europe,Road,2024-08-11T11:15:00,2024-08-11T11:34:00,2024-08-12T01:21:24,2024-08-12T01:21:24,13.79,13.79,0,False,on_time,714.99,698.49,256.34,Clear,18.4,48.5
7730,4,7,18,Paris,France,Madrid,Spain,1270,Europe,Road,2023-10-11T06:00:00,2023-10-11T06:03:00,2023-10-11T23:18:36,2023-10-11T23:18:36,17.26,17.26,0,False,on_time,2157.39,2294.45,403.48,Clear,34.8,77.6
7731,35,1,24,Cairo,Egypt,Riyadh,KSA,1490,Middle East,Road,2023-06-28T13:00:00,2023-06-28T13:09:00,2023-06-29T11:58:48,2023-06-29T11:58:48,22.83,22.83,0,False,on_time,5267.87,2657.08,528.37,Clear,18.9,51.4
7732,37,1,2,Casablanca,Morocco,Paris,France,2400,Europe-Africa,Road,2023-10-26T18:15:00,2023-10-26T18:32:00,2023-10-27T23:56:36,2023-10-28T02:14:36,29.41,31.71,138,True,delayed,171.64,1903.54,788.0,Rain,10.0,38.8
7733,87,34,15,Paris,France,Madrid,Spain,1270,Europe,Road,2023-02-08T12:00:00,2023-02-08T12:03:00,2023-02-09T03:01:48,2023-02-09T03:01:48,14.98,14.98,0,False,on_time,3581.83,1556.28,451.8,Clear,17.2,21.5
7734,75,44,23,Istanbul,Turkey,Athens,Greece,680,Europe,Road,2023-12-13T06:15:00,2023-12-13T06:18:00,2023-12-13T17:00:00,2023-12-13T18:30:00,10.7,12.2,90,True,delayed,410.22,827.02,200.32,Rain,13.7,52.9
7735,94,49,27,Amsterdam,NL,Warsaw,Poland,1150,Europe,Road,2023-07-23T15:00:00,2023-07-23T15:02:00,2023-07-24T08:21:12,2023-07-24T08:21:12,17.32,17.32,0,False,on_time,1176.34,1335.0,390.95,Fog,5.1,71.9
7736,2,34,13,Casablanca,Morocco,Paris,France,2400,Europe-Africa,Road,2023-08-26T10:30:00,2023-08-26T10:50:00,2023-08-28T01:23:00,2023-08-28T01:23:00,38.55,38.55,0,False,on_time,438.35,1851.26,794.69,Cloudy,17.1,50.5
7737,90,11,2,Dubai,UAE,Mumbai,India,1930,Middle East,Air,2024-01-23T18:15:00,2024-01-23T18:32:00,2024-01-24T20:51:48,2024-01-24T22:02:36,26.33,27.51,71,True,delayed,314.01,1567.58,552.35,Cloudy,15.1,16.7
7738,87,34,22,Barcelona,Spain,Lyon,France,640,Europe,Road,2023-08-09T16:30:00,2023-08-09T16:50:00,2023-08-10T01:59:36,2023-08-10T01:59:36,9.16,9.16,0,False,on_time,8438.61,1191.24,247.45,Cloudy,13.9,35.9
7739,54,25,23,Cairo,Egypt,Riyadh,KSA,1490,Middle East,Road,2024-06-21T12:15:00,2024-06-21T12:21:00,2024-06-22T06:51:00,2024-06-22T06:51:00,18.5,18.5,0,False,on_time,681.07,1707.15,553.03,Fog,9.9,11.8
7740,94,12,18,London,UK,Berlin,Germany,930,Europe,Road,2023-09-27T09:15:00,2023-09-27T09:33:00,2023-09-27T23:24:00,2023-09-28T01:01:12,13.85,15.47,97,True,delayed,7663.42,1726.21,273.67,Clear,20.1,67.4
7741,99,18,18,Istanbul,Turkey,Athens,Greece,680,Europe,Road,2023-10-10T15:00:00,2023-10-10T15:10:00,2023-10-10T23:50:12,2023-10-10T23:50:12,8.67,8.67,0,False,on_time,2560.82,1336.37,225.41,Clear,24.0,41.6
7742,53,24,24,Barcelona,Spain,Lyon,France,640,Europe,Road,2024-01-06T09:15:00,2024-01-06T09:33:00,2024-01-06T19:52:48,2024-01-06T19:52:48,10.33,10.33,0,False,on_time,1894.52,1150.64,205.39,Cloudy,23.5,35.5
7743,95,13,25,Lagos,Nigeria,Accra,Ghana,530,Africa,Road,2024-12-09T17:45:00,2024-12-09T17:55:00,2024-12-10T01:34:00,2024-12-10T01:34:00,7.65,7.65,0,False,on_time,383.04,425.11,194.67,Cloudy,14.5,15.6
7744,90,48,6,Lagos,Nigeria,Accra,Ghana,530,Africa,Road,2024-07-05T11:45:00,2024-07-05T11:53:00,2024-07-05T20:27:48,2024-07-05T20:27:48,8.58,8.58,0,False,on_time,510.21,1005.33,185.49,Cloudy,25.0,59.5
7745,2,45,28,Amsterdam,NL,Warsaw,Poland,1150,Europe,Road,2023-08-03T12:00:00,2023-08-03T12:16:00,2023-08-04T06:16:36,2023-08-04T06:16:36,18.01,18.01,0,False,on_time,314.56,888.49,418.32,Clear,22.0,79.3
7746,91,38,23,London,UK,Berlin,Germany,930,Europe,Road,2024-08-18T11:30:00,2024-08-18T11:41:00,2024-08-19T02:58:24,2024-08-19T02:58:24,15.29,15.29,0,False,on_time,1492.2,1131.0,347.65,Clear,29.8,47.2
7747,25,13,22,Lagos,Nigeria,Accra,Ghana,530,Africa,Road,2024-05-06T06:15:00,2024-05-06T06:20:00,2024-05-06T14:03:12,2024-05-06T18:02:00,7.72,11.7,239,True,delayed,8108.16,903.9,181.24,Snow,-1.3,20.2
7748,40,30,29,Casablanca,Morocco,Paris,France,2400,Europe-Africa,Road,2023-08-24T13:30:00,2023-08-24T13:32:00,2023-08-26T03:18:12,2023-08-26T05:50:00,37.77,40.3,152,True,delayed,4015.53,4544.17,765.61,Fog,2.3,34.4
7749,21,10,5,Dubai,UAE,Mumbai,India,1930,Middle East,Air,2023-02-20T07:30:00,2023-02-20T07:50:00,2023-02-21T08:57:48,2023-02-21T08:57:48,25.13,25.13,0,False,on_time,8320.79,3453.74,567.41,Rain,19.5,48.3
7750,14,25,19,Paris,France,Madrid,Spain,1270,Europe,Road,2024-12-12T06:15:00,2024-12-12T06:21:00,2024-12-12T21:49:48,2024-12-12T23:40:48,15.48,17.33,111,True,delayed,14816.34,2169.57,351.88,Clear,16.4,79.9
7751,20,1,17,Lagos,Nigeria,Accra,Ghana,530,Africa,Road,2023-01-11T12:15:00,2023-01-11T12:20:00,2023-01-11T19:24:48,2023-01-11T19:24:48,7.08,7.08,0,False,on_time,452.18,600.46,157.73,Cloudy,20.9,60.1
7752,88,50,16,Nairobi,Kenya,Dar Salaam,Tanzania,530,Africa,Road,2023-06-28T13:15:00,2023-06-28T13:21:00,2023-06-28T21:40:48,2023-06-28T21:40:48,8.33,8.33,0,False,on_time,2305.16,692.64,193.38,Clear,17.5,63.3
7753,33,39,16,Lagos,Nigeria,Accra,Ghana,530,Africa,Road,2024-11-23T12:15:00,2024-11-23T12:30:00,2024-11-23T19:38:24,2024-11-23T20:29:24,7.14,7.99,51,True,delayed,3960.79,576.12,146.39,Cloudy,21.6,5.4
7754,86,33,29,Cairo,Egypt,Riyadh,KSA,1490,Middle East,Road,2024-08-20T15:15:00,2024-08-20T15:28:00,2024-08-21T08:01:36,2024-08-21T08:01:36,16.56,16.56,0,False,on_time,6491.81,2581.88,560.95,Cloudy,10.5,26.4
7755,54,41,7,Dubai,UAE,Mumbai,India,1930,Middle East,Air,2023-01-13T09:30:00,2023-01-13T09:32:00,2023-01-14T07:59:36,2023-01-14T09:29:36,22.46,23.96,90,True,delayed,1869.46,2231.9,721.73,Cloudy,17.1,43.8
7756,11,24,3,Cairo,Egypt,Riyadh,KSA,1490,Middle East,Road,2023-04-19T18:30:00,2023-04-19T18:46:00,2023-04-20T13:36:24,2023-04-20T13:36:24,18.84,18.84,0,False,on_time,2507.48,1893.05,557.19,Clear,28.8,39.7
7757,64,12,19,Nairobi,Kenya,Dar Salaam,Tanzania,530,Africa,Road,2023-01-25T09:00:00,2023-01-25T09:14:00,2023-01-25T17:55:24,2023-01-25T18:46:24,8.69,9.54,51,True,delayed,4230.98,865.23,157.49,Cloudy,10.9,50.2
7758,33,43,25,Nairobi,Kenya,Dar Salaam,Tanzania,530,Africa,Road,2024-02-08T13:00:00,2024-02-08T13:08:00,2024-02-08T20:33:12,2024-02-08T21:50:00,7.42,8.7,77,True,delayed,210.46,452.74,205.2,Clear,32.2,76.1
7759,1,18,21,Istanbul,Turkey,Athens,Greece,680,Europe,Road,2024-04-22T18:45:00,2024-04-22T19:05:00,2024-04-23T05:50:36,2024-04-23T05:50:36,10.76,10.76,0,False,on_time,4695.44,1225.13,214.46,Cloudy,24.1,31.9
7760,93,45,25,Dubai,UAE,Mumbai,India,1930,Middle East,Air,2024-05-28T10:30:00,2024-05-28T10:32:00,2024-05-29T17:21:48,2024-05-29T17:21:48,30.83,30.83,0,False,on_time,371.75,1641.57,631.46,Rain,15.8,24.9
7761,63,41,12,Nairobi,Kenya,Dar Salaam,Tanzania,530,Africa,Road,2023-07-25T07:00:00,2023-07-25T07:14:00,2023-07-25T15:00:48,2023-07-25T16:59:00,7.78,9.75,118,True,delayed,2115.54,663.94,200.12,Rain,17.0,11.7
7762,46,36,6,Barcelona,Spain,Lyon,France,640,Europe,Road,2024-02-20T11:15:00,2024-02-20T11:23:00,2024-02-20T18:51:48,2024-02-20T18:51:48,7.48,7.48,0,False,on_time,8418.34,1074.54,226.57,Cloudy,11.3,31.2
7763,56,18,26,Paris,France,Madrid,Spain,1270,Europe,Road,2024-03-19T17:00:00,2024-03-19T17:04:00,2024-03-20T12:59:48,2024-03-20T12:59:48,19.93,19.93,0,False,on_time,118.86,1099.87,404.0,Cloudy,10.5,34.2
7764,100,47,5,Lagos,Nigeria,Accra,Ghana,530,Africa,Road,2023-06-22T06:45:00,2023-06-22T07:05:00,2023-06-22T14:56:36,2023-06-22T14:56:36,7.86,7.86,0,False,on_time,5983.68,1046.05,135.5,Cloudy,20.3,77.7
7765,84,50,17,Barcelona,Spain,Lyon,France,640,Europe,Road,2023-10-17T11:00:00,2023-10-17T11:17:00,2023-10-17T21:00:48,2023-10-17T22:47:00,9.73,11.5,106,True,delayed,3221.3,733.36,221.21,Clear,25.5,28.2
7766,37,2,22,Istanbul,Turkey,Athens,Greece,680,Europe,Road,2024-12-16T16:00:00,2024-12-16T16:07:00,2024-12-17T00:29:12,2024-12-17T05:42:24,8.37,13.59,313,True,failed,12771.02,1264.72,178.76,Heavy Rain,9.0,7.2
7767,70,14,2,London,UK,Berlin,Germany,930,Europe,Road,2024-08-24T15:30:00,2024-08-24T15:42:00,2024-08-25T02:25:12,2024-08-25T02:25:12,10.72,10.72,0,False,on_time,333.42,745.44,281.37,Clear,23.0,10.1
7768,27,49,18,Casablanca,Morocco,Paris,France,2400,Europe-Africa,Road,2023-06-12T06:45:00,2023-06-12T06:58:00,2023-06-13T14:30:24,2023-06-13T14:30:24,31.54,31.54,0,False,on_time,9404.16,4251.87,670.11,Rain,17.8,62.9
7769,37,28,21,Lagos,Nigeria,Accra,Ghana,530,Africa,Road,2024-05-05T07:00:00,2024-05-05T07:00:00,2024-05-05T13:19:48,2024-05-05T13:19:48,6.33,6.33,0,False,on_time,11462.9,1001.51,150.67,Clear,23.8,56.6
7770,100,45,7,Lagos,Nigeria,Accra,Ghana,530,Africa,Road,2023-05-19T16:00:00,2023-05-19T16:17:00,2023-05-19T22:36:12,2023-05-20T00:12:12,6.32,7.92,96,True,delayed,3363.51,584.71,149.72,Cloudy,24.4,21.2
7771,19,10,10,Dubai,UAE,Mumbai,India,1930,Middle East,Air,2024-09-06T14:00:00,2024-09-06T14:05:00,2024-09-07T15:14:00,2024-09-07T15:14:00,25.15,25.15,0,False,on_time,658.62,1669.02,671.51,Cloudy,22.8,44.4
7772,6,32,22,London,UK,Berlin,Germany,930,Europe,Road,2023-10-13T10:00:00,2023-10-13T10:00:00,2023-10-13T20:57:00,2023-10-13T20:57:00,10.95,10.95,0,False,on_time,6615.31,1770.44,311.91,Heavy Rain,11.9,45.9
7773,96,22,4,Istanbul,Turkey,Athens,Greece,680,Europe,Road,2024-11-12T07:30:00,2024-11-12T07:37:00,2024-11-12T15:38:12,2024-11-12T15:38:12,8.02,8.02,0,False,on_time,1243.21,762.99,249.96,Rain,9.1,63.1
7774,7,3,2,Dubai,UAE,Mumbai,India,1930,Middle East,Air,2024-01-31T16:15:00,2024-01-31T16:30:00,2024-02-01T21:20:24,2024-02-01T21:20:24,28.84,28.84,0,False,on_time,598.31,1670.7,521.41,Clear,30.8,37.5
7775,97,22,22,Amsterdam,NL,Warsaw,Poland,1150,Europe,Road,2024-12-29T10:45:00,2024-12-29T10:56:00,2024-12-30T00:11:00,2024-12-30T00:11:00,13.25,13.25,0,False,on_time,6265.84,1969.73,315.9,Clear,28.6,65.7
7776,13,4,18,Casablanca,Morocco,Paris,France,2400,Europe-Africa,Road,2023-08-23T09:15:00,2023-08-23T09:15:00,2023-08-24T14:38:24,2023-08-24T15:09:36,29.39,29.91,31,True,delayed,9543.88,4729.06,882.94,Fog,7.4,20.4
7777,96,20,6,Amsterdam,NL,Warsaw,Poland,1150,Europe,Road,2023-12-05T13:30:00,2023-12-05T13:34:00,2023-12-06T06:18:24,2023-12-06T06:18:24,16.74,16.74,0,False,on_time,8857.77,1902.21,437.08,Rain,17.9,14.2
7778,91,38,16,Lagos,Nigeria,Accra,Ghana,530,Africa,Road,2024-12-09T16:15:00,2024-12-09T16:35:00,2024-12-09T23:24:48,2024-12-09T23:24:48,6.83,6.83,0,False,on_time,752.69,586.56,202.13,Heavy Rain,6.3,54.5
7779,24,8,10,Istanbul,Turkey,Athens,Greece,680,Europe,Road,2023-03-23T12:30:00,2023-03-23T12:45:00,2023-03-23T20:20:24,2023-03-23T20:20:24,7.59,7.59,0,False,on_time,436.8,555.66,255.3,Clear,19.5,41.5
7780,2,15,13,Dubai,UAE,Mumbai,India,1930,Middle East,Air,2023-07-05T11:15:00,2023-07-05T11:28:00,2023-07-06T09:01:00,2023-07-06T09:01:00,21.55,21.55,0,False,on_time,247.06,1594.74,563.94,Clear,18.5,40.0
